browseAvailable,browseURL,sceneID,acquisitionDate,cloudCover,path,row,DATA_TYPE_L1,sensor,cloudCoverFull,sceneStartTime,sunElevation,sunAzimuth
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012073EDC00_REFL.jpg,LE70430302012073EDC00,2012-03-13,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,97.75,2012:073:18:32:11.4113124,39.81315613,149.50776672
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012057EDC00_REFL.jpg,LE70430302012057EDC00,2012-02-26,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,95.27,2012:057:18:32:12.9440000,33.72084808,151.25805664
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012041EDC00_REFL.jpg,LE70430302012041EDC00,2012-02-10,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,60.96,2012:041:18:32:12.0764374,28.33172417,153.18960571
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012025EDC00_REFL.jpg,LE70430302012025EDC00,2012-01-25,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,73.39,2012:025:18:32:04.6388750,24.13424683,155.36473083
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012009EDC00_REFL.jpg,LE70430302012009EDC00,2012-01-09,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.11,2012:009:18:32:06.7017500,21.52982712,157.66252136
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011358EDC00_REFL.jpg,LE70430302011358EDC00,2011-12-24,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,59.99,2011:358:18:32:01.1761875,20.76300049,159.8014679
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011342EDC00_REFL.jpg,LE70430302011342EDC00,2011-12-08,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,2.27,2011:342:18:31:51.4122500,21.87216377,161.4069519
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011326EDC00_REFL.jpg,LE70430302011326EDC00,2011-11-22,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,91.56,2011:326:18:31:44.9376250,24.67575836,162.10339355
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011310EDC00_REFL.jpg,LE70430302011310EDC00,2011-11-06,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,92.31,2011:310:18:31:32.5963749,28.82195854,161.60797119
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011294EDC00_REFL.jpg,LE70430302011294EDC00,2011-10-21,4,43,30,L1G,LANDSAT_ETM_SLC_OFF,47.09,2011:294:18:31:25.4021250,33.86256409,159.76843262
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011262EDC00_REFL.jpg,LE70430302011262EDC00,2011-09-19,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.17,2011:262:18:31:21.1555625,44.8039856,152.21990967
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011246EDC00_REFL.jpg,LE70430302011246EDC00,2011-09-03,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2011:246:18:31:25.6590625,49.94831085,147.03781128
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011230EDC00_REFL.jpg,LE70430302011230EDC00,2011-08-18,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.03,2011:230:18:31:28.9467500,54.49238968,141.51826477
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011214EDC00_REFL.jpg,LE70430302011214EDC00,2011-08-02,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.26,2011:214:18:31:32.1209374,58.2704277,136.43145752
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011198EDC00_REFL.jpg,LE70430302011198EDC00,2011-07-17,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.04,2011:198:18:31:35.9114999,61.16752243,132.71043396
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011182EDC00_REFL.jpg,LE70430302011182EDC00,2011-07-01,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.13,2011:182:18:31:36.3264374,63.04524231,131.21484375
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011166EDC00_REFL.jpg,LE70430302011166EDC00,2011-06-15,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,4.04,2011:166:18:31:40.0134999,63.68511963,132.30969238
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011150EDC00_REFL.jpg,LE70430302011150EDC00,2011-05-30,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,61.09,2011:150:18:31:41.1072499,62.8263855,135.46420288
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011134EDC00_REFL.jpg,LE70430302011134EDC00,2011-05-14,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,48.72,2011:134:18:31:39.2608125,60.32085037,139.41711426
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011118EDC00_REFL.jpg,LE70430302011118EDC00,2011-04-28,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,96.48,2011:118:18:31:41.7970625,56.26836395,143.01124573
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011102EDC00_REFL.jpg,LE70430302011102EDC00,2011-04-12,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,47.63,2011:102:18:31:41.9316874,50.99935532,145.79074097
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011086EDC00_REFL.jpg,LE70430302011086EDC00,2011-03-27,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,97.86,2011:086:18:31:40.2754374,44.97104263,147.88832092
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011070EDC01_REFL.jpg,LE70430302011070EDC01,2011-03-11,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,98.0,2011:070:18:31:38.7248749,38.68992615,149.65644836
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011054EDC00_REFL.jpg,LE70430302011054EDC00,2011-02-23,8,43,30,L1G,LANDSAT_ETM_SLC_OFF,89.75,2011:054:18:31:34.6597499,32.68096924,151.42655945
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011038EDC00_REFL.jpg,LE70430302011038EDC00,2011-02-07,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,68.19,2011:038:18:31:29.9812500,27.46335602,153.39909363
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011022EDC00_REFL.jpg,LE70430302011022EDC00,2011-01-22,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.09,2011:022:18:31:25.4582500,23.51571655,155.60588074
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2011/LE70430302011006EDC00_REFL.jpg,LE70430302011006EDC00,2011-01-06,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.73,2011:006:18:31:18.5154374,21.21725655,157.89427185
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010355EDC00_REFL.jpg,LE70430302010355EDC00,2010-12-21,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,74.47,2010:355:18:31:08.6336250,20.77983475,159.96168518
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010339EDC00_REFL.jpg,LE70430302010339EDC00,2010-12-05,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,82.5,2010:339:18:31:01.9433125,22.20004272,161.42070007
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010323EDC00_REFL.jpg,LE70430302010323EDC00,2010-11-19,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,99.3,2010:323:18:30:52.0436874,25.26267815,161.91122437
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010307EDC00_REFL.jpg,LE70430302010307EDC00,2010-11-03,3,43,30,L1G,LANDSAT_ETM_SLC_OFF,35.94,2010:307:18:30:38.3806250,29.59254456,161.16717529
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010291EDC00_REFL.jpg,LE70430302010291EDC00,2010-10-18,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.91,2010:291:18:30:30.0211875,34.7324295,159.06196594
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010275EDC00_REFL.jpg,LE70430302010275EDC00,2010-10-02,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2010:275:18:30:18.7775000,40.21757126,155.61433411
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010259EDC00_REFL.jpg,LE70430302010259EDC00,2010-09-16,3,43,30,L1T,LANDSAT_ETM_SLC_OFF,34.59,2010:259:18:30:22.2345000,45.63215637,151.02328491
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010243EDC00_REFL.jpg,LE70430302010243EDC00,2010-08-31,1,43,30,L1G,LANDSAT_ETM_SLC_OFF,18.11,2010:243:18:30:21.3166874,50.66738892,145.69522095
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010227EDC00_REFL.jpg,LE70430302010227EDC00,2010-08-15,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,3.94,2010:227:18:30:18.3333749,55.0672493,140.14877319
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010211EDC00_REFL.jpg,LE70430302010211EDC00,2010-07-30,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.47,2010:211:18:30:18.1679375,58.68059158,135.19297791
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010195EDC00_REFL.jpg,LE70430302010195EDC00,2010-07-14,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2010:195:18:30:18.2170624,61.39668655,131.76695251
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010179EDC00_REFL.jpg,LE70430302010179EDC00,2010-06-28,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2010:179:18:30:16.2984374,63.06857681,130.67648315
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010163EDC01_REFL.jpg,LE70430302010163EDC01,2010-06-12,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.37,2010:163:18:30:13.2611249,63.46402359,132.15119934
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010147EDC00_REFL.jpg,LE70430302010147EDC00,2010-05-27,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,73.59,2010:147:18:30:12.3888125,62.32946014,135.51608276
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010131EDC00_REFL.jpg,LE70430302010131EDC00,2010-05-11,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,75.17,2010:131:18:30:13.1997499,59.54928589,139.46960449
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010115EDC00_REFL.jpg,LE70430302010115EDC00,2010-04-25,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,14.5,2010:115:18:30:16.9151250,55.26577377,142.95352173
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010099EDC00_REFL.jpg,LE70430302010099EDC00,2010-04-09,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.7,2010:099:18:30:17.8288749,49.83655548,145.62605286
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010083EDC00_REFL.jpg,LE70430302010083EDC00,2010-03-24,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,96.88,2010:083:18:30:15.6586874,43.73072815,147.67141724
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010067EDC00_REFL.jpg,LE70430302010067EDC00,2010-03-08,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,99.46,2010:067:18:30:10.6451874,37.46183777,149.44868469
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010051EDC00_REFL.jpg,LE70430302010051EDC00,2010-02-20,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,69.55,2010:051:18:30:02.9691250,31.5561924,151.26664734
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010035EDC00_REFL.jpg,LE70430302010035EDC00,2010-02-04,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,94.49,2010:035:18:29:52.5149375,26.53111267,153.29885864
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010019EDC00_REFL.jpg,LE70430302010019EDC00,2010-01-19,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,94.43,2010:019:18:29:39.7894375,22.85209465,155.54286194
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2010/LE70430302010003EDC00_REFL.jpg,LE70430302010003EDC00,2010-01-03,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,60.41,2010:003:18:29:25.0501875,20.87350655,157.81474304
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009352EDC00_REFL.jpg,LE70430302009352EDC00,2009-12-18,2,43,30,L1T,LANDSAT_ETM_SLC_OFF,23.37,2009:352:18:29:08.4278125,20.7705555,159.79034424
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009336EDC00_REFL.jpg,LE70430302009336EDC00,2009-12-02,3,43,30,L1T,LANDSAT_ETM_SLC_OFF,33.89,2009:336:18:28:53.8882499,22.49951363,161.0801239
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009320EDC00_REFL.jpg,LE70430302009320EDC00,2009-11-16,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,92.63,2009:320:18:28:43.0460000,25.80933762,161.33288574
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009304EDC00_REFL.jpg,LE70430302009304EDC00,2009-10-31,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,71.72,2009:304:18:28:29.5820000,30.30308151,160.3084259
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009288EDC00_REFL.jpg,LE70430302009288EDC00,2009-10-15,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,12.89,2009:288:18:28:13.7469999,35.51553726,157.90515137
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009272EDC00_REFL.jpg,LE70430302009272EDC00,2009-09-29,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,91.83,2009:272:18:28:12.3252500,40.98031616,154.16748047
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009256EDC00_REFL.jpg,LE70430302009256EDC00,2009-09-13,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.48,2009:256:18:28:14.5051875,46.34155273,149.43182373
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009240EDC00_REFL.jpg,LE70430302009240EDC00,2009-08-28,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,79.46,2009:240:18:28:15.2630000,51.25413513,143.98884583
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009224EDC00_REFL.jpg,LE70430302009224EDC00,2009-08-12,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,10.13,2009:224:18:28:14.8959375,55.5016861,138.46029663
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009208EDC00_REFL.jpg,LE70430302009208EDC00,2009-07-27,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.11,2009:208:18:28:20.6449375,58.94949722,133.68875122
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009192EDC00_REFL.jpg,LE70430302009192EDC00,2009-07-11,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,72.83,2009:192:18:28:25.5276874,61.48883057,130.6089325
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009176EDC00_REFL.jpg,LE70430302009176EDC00,2009-06-25,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,5.68,2009:176:18:28:29.0240625,62.96032715,129.95669556
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009160EDC00_REFL.jpg,LE70430302009160EDC00,2009-06-09,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,76.8,2009:160:18:28:31.0839999,63.12072372,131.82453918
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009144EDC00_REFL.jpg,LE70430302009144EDC00,2009-05-24,2,43,30,L1T,LANDSAT_ETM_SLC_OFF,21.32,2009:144:18:28:31.5425624,61.72294998,135.39865112
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009128EDC00_REFL.jpg,LE70430302009128EDC00,2009-05-08,1,43,30,L1G,LANDSAT_ETM_SLC_OFF,13.41,2009:128:18:28:30.3716250,58.68779373,139.3682251
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009112EDC00_REFL.jpg,LE70430302009112EDC00,2009-04-22,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,5.66,2009:112:18:28:27.5117499,54.19596481,142.77894592
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009096EDC00_REFL.jpg,LE70430302009096EDC00,2009-04-06,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,11.16,2009:096:18:28:23.1108750,48.63096237,145.39137268
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009080EDC00_REFL.jpg,LE70430302009080EDC00,2009-03-21,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,88.33,2009:080:18:28:17.1928125,42.47203827,147.42889404
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009064EDC00_REFL.jpg,LE70430302009064EDC00,2009-03-05,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,98.72,2009:064:18:28:09.8429999,36.23980713,149.24876404
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009048EDC00_REFL.jpg,LE70430302009048EDC00,2009-02-17,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,46.71,2009:048:18:28:00.9585000,30.4616909,151.14077759
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009032EDC00_REFL.jpg,LE70430302009032EDC00,2009-02-01,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,12.21,2009:032:18:27:51.5195000,25.64967728,153.24855042
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2009/LE70430302009016EDC00_REFL.jpg,LE70430302009016EDC00,2009-01-16,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,15.7,2009:016:18:27:47.3523125,22.25595284,155.53829956
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008366EDC00_REFL.jpg,LE70430302008366EDC00,2008-12-31,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,93.74,2008:366:18:27:42.5341874,20.5763016,157.7338562
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008350EDC00_REFL.jpg,LE70430302008350EDC00,2008-12-15,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,89.89,2008:350:18:27:34.7925624,20.797596,159.6193542
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008334EDC00_REFL.jpg,LE70430302008334EDC00,2008-11-29,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,66.38,2008:334:18:27:25.0674375,22.8178463,160.7407227
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008318EDC00_REFL.jpg,LE70430302008318EDC00,2008-11-13,3,43,30,L1T,LANDSAT_ETM_SLC_OFF,31.99,2008:318:18:27:13.1490625,26.3551064,160.7620697
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008302EDC00_REFL.jpg,LE70430302008302EDC00,2008-10-28,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,61.32,2008:302:18:26:59.0293124,30.9940166,159.4681091
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008286EDC00_REFL.jpg,LE70430302008286EDC00,2008-10-12,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.35,2008:286:18:26:42.7159374,36.2661552,156.7857666
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008270EDC00_REFL.jpg,LE70430302008270EDC00,2008-09-26,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.32,2008:270:18:26:52.5952500,41.7201614,152.8257904
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008254EDC00_REFL.jpg,LE70430302008254EDC00,2008-09-10,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.16,2008:254:18:27:01.8261250,47.0118599,147.9215393
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008238EDC00_REFL.jpg,LE70430302008238EDC00,2008-08-25,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,10.12,2008:238:18:27:09.8264374,51.8135605,142.4073792
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008222EDC00_REFL.jpg,LE70430302008222EDC00,2008-08-09,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.47,2008:222:18:27:16.6808124,55.9290581,136.9488068
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008206EDC00_REFL.jpg,LE70430302008206EDC00,2008-07-24,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.05,2008:206:18:27:22.3294374,59.2347984,132.4138794
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008190EDC00_REFL.jpg,LE70430302008190EDC00,2008-07-08,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.05,2008:190:18:27:33.7065625,61.6192474,129.7247314
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008174EDC00_REFL.jpg,LE70430302008174EDC00,2008-06-22,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,2.33,2008:174:18:27:44.6873750,62.9098816,129.5411682
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008158EDC00_REFL.jpg,LE70430302008158EDC00,2008-06-06,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,49.69,2008:158:18:27:54.1396874,62.8507805,131.814621
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008142EDC00_REFL.jpg,LE70430302008142EDC00,2008-05-21,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,77.58,2008:142:18:28:01.8436250,61.2066345,135.6090088
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008126EDC00_REFL.jpg,LE70430302008126EDC00,2008-05-05,2,43,30,L1T,LANDSAT_ETM_SLC_OFF,27.13,2008:126:18:28:07.7509375,57.9354782,139.6139984
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008110EDC00_REFL.jpg,LE70430302008110EDC00,2008-04-19,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,69.91,2008:110:18:28:11.7501875,53.256546,142.9785919
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008094EDC00_REFL.jpg,LE70430302008094EDC00,2008-04-03,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.87,2008:094:18:28:13.7350624,47.5749817,145.5542908
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008078EDC00_REFL.jpg,LE70430302008078EDC00,2008-03-18,8,43,30,L1G,LANDSAT_ETM_SLC_OFF,87.24,2008:078:18:28:13.4978749,41.3818207,147.6036987
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008062EDC00_REFL.jpg,LE70430302008062EDC00,2008-03-02,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,3.29,2008:062:18:28:16.4556875,35.2006226,149.4796295
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008046EDC00_REFL.jpg,LE70430302008046EDC00,2008-02-15,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.83,2008:046:18:28:21.4778749,29.5592155,151.4512787
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008030EDC00_REFL.jpg,LE70430302008030EDC00,2008-01-30,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,43.82,2008:030:18:28:24.7391250,24.9634209,153.6364136
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2008/LE70430302008014EDC03_REFL.jpg,LE70430302008014EDC03,2008-01-14,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,60.29,2008:014:18:28:26.2333750,21.8485584,155.9707642
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007363EDC00_REFL.jpg,LE70430302007363EDC00,2007-12-29,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,90.84,2007:363:18:28:25.6816250,20.514452,158.2222595
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007347EDC00_REFL.jpg,LE70430302007347EDC00,2007-12-13,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,56.42,2007:347:18:28:23.0158749,21.0640469,160.0322266
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007331EDC00_REFL.jpg,LE70430302007331EDC00,2007-11-27,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,16.11,2007:331:18:28:17.8805624,23.3769054,161.0186615
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007315EDC00_REFL.jpg,LE70430302007315EDC00,2007-11-11,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,8.88,2007:315:18:28:10.3249375,27.1445122,160.8661194
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007299EDC00_REFL.jpg,LE70430302007299EDC00,2007-10-26,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,98.36,2007:299:18:28:00.4884374,31.9385395,159.3833008
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007283EDC00_REFL.jpg,LE70430302007283EDC00,2007-10-10,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,92.64,2007:283:18:27:48.3021875,37.2909737,156.5231781
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007267EDC00_REFL.jpg,LE70430302007267EDC00,2007-09-24,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.97,2007:267:18:27:51.3089374,42.7531929,152.3895874
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007251EDC00_REFL.jpg,LE70430302007251EDC00,2007-09-08,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.05,2007:251:18:27:55.8379999,47.9876404,147.3454895
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007235EDC00_REFL.jpg,LE70430302007235EDC00,2007-08-23,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.01,2007:235:18:28:03.6308125,52.6897659,141.7830505
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007219EDC00_REFL.jpg,LE70430302007219EDC00,2007-08-07,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,2.74,2007:219:18:28:10.0557500,56.6764145,136.4079742
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2007/LE70430302007203EDC00_REFL.jpg,LE70430302007203EDC00,2007-07-22,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.03,2007:203:18:28:15.1016874,59.8312263,132.1147919
